gene_id	start	end	n_variants
ENSG00000156958.15	49155656	49367869	232
ENSG00000166262.16	49326962	49620929	427
ENSG00000140285.12	49423237	49488775	76
ENSG00000104047.15	49621037	49656232	14
ENSG00000104043.15	49858238	50182817	449
ENSG00000140284.11	50182196	50236385	106
ENSG00000140287.11	50241947	50265965	31
ENSG00000104064.18	50275389	50355408	178
ENSG00000138592.14	50424380	50514421	91
ENSG00000170236.16	50494018	50546708	111
ENSG00000092439.16	50552473	50686797	259
ENSG00000288645.1	50648802	50686717	83
ENSG00000138600.11	50702266	50765948	118
ENSG00000081014.11	50908672	51005895	140
ENSG00000183578.8	51056598	51105276	75
ENSG00000137869.16	51208057	51338601	162
ENSG00000186417.15	51341655	51408005	72
ENSG00000104093.14	51447711	51622833	50
ENSG00000104112.9	51681492	51721026	36
ENSG00000140280.14	51723011	51751585	7
ENSG00000128872.10	51751597	51816363	27
ENSG00000138594.14	51829628	51947295	56
ENSG00000166477.13	51938025	51971778	10
ENSG00000069956.14	51952106	52067375	80
ENSG00000289025.1	52045846	52045899	0
ENSG00000137875.4	52109263	52112775	1
ENSG00000069966.19	52115100	52191392	41
ENSG00000128833.13	52192322	52295804	142
ENSG00000197535.16	52307281	52529132	251
ENSG00000128989.11	52547045	52569883	15
ENSG00000047346.13	52581317	52709817	151
ENSG00000169856.9	52755053	52791078	53
ENSG00000166415.15	53513741	53762878	395
ENSG00000137766.18	53978201	54628707	1121
ENSG00000137876.11	55180806	55197049	33
ENSG00000069974.17	55202966	55319113	262
ENSG00000225973.4	55317184	55319161	6
ENSG00000069943.10	55318960	55355648	70
ENSG00000260916.8	55340032	55408510	93
ENSG00000261652.3	55408495	55418798	24
ENSG00000256061.7	55410525	55508234	118
ENSG00000171016.13	55538884	55588947	62
ENSG00000166450.13	55611544	55743152	187
ENSG00000069869.17	55826922	55993660	228
ENSG00000181827.16	56087280	56245082	123
ENSG00000151575.15	56243971	56445997	335
ENSG00000138587.6	56421544	56465137	51
ENSG00000137871.21	56630176	56734086	154
ENSG00000285253.1	56652488	56918571	385
ENSG00000140262.18	56918623	57299281	645
ENSG00000128849.11	57375967	57550717	376
ENSG00000263155.6	57591904	57685364	205
ENSG00000137878.17	57591908	57714745	218
ENSG00000255529.9	57706695	57782762	63
ENSG00000128918.15	57953424	58497866	1028
ENSG00000103569.11	58138169	58185911	61
ENSG00000166035.11	58410569	58569844	409
ENSG00000137845.15	58588809	58749791	198
ENSG00000128923.11	58771192	58861900	105
ENSG00000157450.16	58865175	59097419	307
ENSG00000137776.17	58879050	58933679	61
ENSG00000157456.8	59105126	59125045	21
ENSG00000157483.9	59132434	59372871	389
ENSG00000171989.6	59206843	59208588	1
ENSG00000157470.12	59372693	59523555	272
ENSG00000140297.13	59594875	59640239	98
ENSG00000140307.11	59638062	59657541	36
ENSG00000140299.14	59659146	59689339	93
ENSG00000171956.7	60004234	60061730	106
ENSG00000182718.18	60347134	60402883	109
ENSG00000128915.12	60419609	60479160	92
ENSG00000069667.16	60488284	61229302	1298
ENSG00000129003.19	61852389	62060473	293
ENSG00000198535.5	62066977	62070917	6
ENSG00000205502.4	62163535	62165285	3
ENSG00000171914.17	62390526	62844631	655
ENSG00000140416.25	63042620	63071915	52
ENSG00000103642.12	63121833	63142061	44
ENSG00000185088.14	63125872	63158021	51
ENSG00000166128.13	63189560	63267776	102
ENSG00000138613.14	63276018	63309126	37
ENSG00000074410.14	63321378	63381846	73
ENSG00000140455.17	63504511	63594640	101
ENSG00000197361.8	63597353	63602428	4
ENSG00000103657.14	63608618	63833948	236
ENSG00000035664.11	63907036	64072033	309
ENSG00000166797.11	64072565	64093857	42
ENSG00000028528.15	64094123	64146090	76
ENSG00000157734.14	64151715	64157481	10
ENSG00000166794.6	64155740	64163134	5
ENSG00000169118.18	64165525	64356173	209
ENSG00000259316.12	64181180	64381440	238
ENSG00000166803.14	64364304	64387687	30
ENSG00000103671.10	64387748	64455303	71
ENSG00000180357.10	64460578	64686068	205
ENSG00000180304.14	64687573	64703281	4
ENSG00000166831.9	64739891	64775589	54
ENSG00000140451.13	64815632	64825668	23
ENSG00000241839.10	64841883	64868002	55
ENSG00000249240.2	64841883	64930920	187
ENSG00000166839.18	64911902	64958691	139
ENSG00000090487.11	64963022	64990310	58
ENSG00000103707.10	65001512	65029639	40
ENSG00000186198.4	65045387	65053397	11
ENSG00000103710.11	65053337	65076690	19
ENSG00000234438.5	65076746	65079948	6
ENSG00000246922.10	65092760	65115200	11
ENSG00000090470.15	65117379	65133808	3
ENSG00000166855.9	65148219	65185342	24
ENSG00000138615.6	65194760	65211473	30
ENSG00000138617.16	65234460	65300618	88
ENSG00000174498.14	65327127	65378002	25
ENSG00000103742.12	65381484	65422947	49
ENSG00000074603.19	65442463	65517704	102
ENSG00000074696.13	65530418	65578349	65
ENSG00000138614.16	65578753	65611289	16
ENSG00000074621.14	65611366	65660995	20
ENSG00000174485.16	65658046	65792293	58
ENSG00000103769.10	65726054	65891989	78
ENSG00000157890.19	65895079	66253756	566
ENSG00000166938.13	66293217	66333898	41
ENSG00000075131.10	66336191	66386746	72
ENSG00000169032.11	66386837	66491656	148
ENSG00000174446.13	66490135	66497780	5
ENSG00000174444.15	66498015	66524532	28
ENSG00000174442.12	66504959	66550130	59
ENSG00000188501.12	66547179	66565998	23
ENSG00000137834.15	66702236	66782849	131
ENSG00000166949.17	67063763	67195173	168
ENSG00000103591.13	67200667	67255195	83
ENSG00000103599.20	67254786	67502260	348
ENSG00000189227.6	67521131	67530146	11
ENSG00000137764.20	67542703	67807117	373
ENSG00000188779.12	67819704	67834582	20
ENSG00000033800.14	68054309	68198603	132
ENSG00000260007.3	68184032	68229718	56
ENSG00000129007.16	68190705	68206079	16
ENSG00000128973.13	68206992	68257211	83
ENSG00000169018.6	68277745	68295862	22
ENSG00000137809.17	68296532	68432163	282
ENSG00000103647.13	68578993	68727806	209
ENSG00000140350.15	68778535	68820897	42
ENSG00000258484.4	68818221	68946811	105
ENSG00000290203.13	68930504	69062743	80
ENSG00000255346.11	69014695	69062762	52
ENSG00000138604.10	69160584	69272217	106
ENSG00000137819.14	69298912	69407780	204
ENSG00000137807.16	69414246	69448427	29
ENSG00000137818.12	69452814	69456205	5
ENSG00000140332.18	70047790	70098176	79
ENSG00000137831.15	70654554	70763558	54
ENSG00000166173.11	70829130	70854157	27
ENSG00000137821.12	70853239	71053658	144
ENSG00000129028.9	70881342	70892433	4
ENSG00000187720.15	71096952	71783383	1192
ENSG00000278570.5	71792638	71818259	16
ENSG00000066933.17	71822291	72118577	195
ENSG00000166192.15	72114258	72143692	26
ENSG00000175318.12	72159806	72197787	26
ENSG00000067225.21	72199029	72231819	20
ENSG00000137817.17	72241181	72272999	29
ENSG00000273025.1	72266746	72319946	54
ENSG00000140488.16	72284727	72320157	26
ENSG00000260729.1	72284727	72375981	99
ENSG00000213614.11	72340924	72376420	37
ENSG00000187806.9	72398302	72408367	1
ENSG00000166233.15	72474330	72602987	124
ENSG00000215186.7	72654697	72669599	0
ENSG00000175202.6	72675798	72686182	14
ENSG00000140463.14	72686179	72738475	70
ENSG00000159322.18	72751294	72785846	38
ENSG00000067141.17	73051710	73305205	118
ENSG00000138622.4	73319859	73368958	51
ENSG00000183324.11	73443164	73560013	32
ENSG00000156642.17	73560014	73634134	33
ENSG00000103855.18	73683966	73714514	45
ENSG00000205363.7	73735458	73753351	21
ENSG00000167139.9	73873564	73889214	25
ENSG00000129038.16	73925989	73952137	62
ENSG00000067221.14	73978926	73994622	19
ENSG00000140464.20	73994673	74047827	84
ENSG00000159289.6	74069857	74082550	0
ENSG00000167178.17	74100311	74138540	5
ENSG00000129009.13	74173710	74176872	9
ENSG00000137868.19	74179466	74212267	57
ENSG00000140481.15	74202705	74336472	236
ENSG00000140459.18	74337759	74367646	23
ENSG00000138623.10	74409289	74433958	27
ENSG00000138629.16	74445977	74461182	18
ENSG00000179361.18	74541206	74598131	59
ENSG00000179335.20	74598500	74645414	31
ENSG00000179151.13	74630558	74696292	45
ENSG00000140465.15	74719542	74725536	1
ENSG00000140505.7	74748845	74756607	7
ENSG00000103653.17	74782080	74803197	18
ENSG00000140506.17	74812716	74825757	12
ENSG00000213578.6	74826627	74831802	1
ENSG00000140474.14	74836118	74843346	12
ENSG00000140497.16	74843730	74873365	26
ENSG00000178802.18	74890005	74902219	11
ENSG00000178761.15	74899992	74906883	3
ENSG00000178741.12	74919791	74938083	28
ENSG00000178718.7	74954418	74956772	0
ENSG00000198794.12	74957219	75021495	116
ENSG00000138621.12	75023586	75117462	191
ENSG00000167173.19	75195643	75212169	13
ENSG00000167195.8	75258334	75273455	0
ENSG00000140478.17	75282835	75295530	0
ENSG00000140365.16	75336020	75343224	6
ENSG00000140398.14	75346955	75357115	8
ENSG00000140400.18	75355207	75368612	7
ENSG00000169375.17	75369379	75455842	66
ENSG00000169410.11	75463251	75579315	71
ENSG00000169371.14	75598083	75626469	23
ENSG00000177971.9	75639085	75648706	4
ENSG00000173548.9	75647912	75662301	6
ENSG00000173546.7	75674322	75712848	12
ENSG00000182950.3	75724041	75727688	2
ENSG00000140367.12	75843307	75901078	68
ENSG00000167196.14	75903876	75942511	56
ENSG00000169752.17	75935969	76059795	105
ENSG00000169758.13	76059958	76229121	205
ENSG00000140374.17	76188555	76311730	205
ENSG00000159556.10	76336773	76342475	10
ENSG00000140386.13	76347904	76905444	677
ENSG00000117906.14	76931738	76954393	20
ENSG00000140368.14	76993359	77037475	54
ENSG00000140391.15	77041404	77083984	25
ENSG00000173517.11	77100656	77420144	227
ENSG00000140382.15	77420412	77485607	45
ENSG00000169783.13	77613027	77820900	362
ENSG00000167202.12	77984036	78077724	128
ENSG00000183476.13	78077808	78104370	36
ENSG00000136425.14	78104606	78131535	31
ENSG00000166411.14	78131498	78171945	52
ENSG00000103740.10	78167468	78245688	140
ENSG00000140403.13	78264086	78282196	32
ENSG00000140395.9	78277835	78299703	23
ENSG00000166426.8	78340353	78348225	11
ENSG00000136381.13	78437431	78501453	99
ENSG00000188266.14	78507564	78537372	23
ENSG00000041357.16	78540405	78552417	23
ENSG00000169684.13	78565520	78595269	56
ENSG00000080644.16	78593052	78621295	44
ENSG00000117971.12	78624111	78727754	117
ENSG00000136378.15	78759206	78811464	37
ENSG00000185787.15	78810487	78898139	253
ENSG00000103811.18	78921058	78949574	50
ENSG00000058335.16	78959906	79090780	235
ENSG00000235711.5	79282722	79298239	8
ENSG00000166557.14	79311112	79427432	195
ENSG00000169330.9	79432336	79472304	28
ENSG00000136371.11	79833585	79897379	103
ENSG00000259332.3	79845150	79923754	148
ENSG00000140379.9	79960892	79971196	5
ENSG00000086666.19	80059568	80138393	112
ENSG00000103876.14	80152490	80186946	63
ENSG00000259417.3	80195481	80252213	87
ENSG00000172379.22	80404350	80597933	242
ENSG00000136379.12	80679684	80755621	138
ENSG00000103888.17	80779343	80951776	205
ENSG00000117899.11	80946289	80989828	10
ENSG00000140406.4	81000923	81005788	3
ENSG00000288625.1	81002142	81002279	0
ENSG00000156206.14	81007033	81149179	221
ENSG00000172349.19	81159575	81314058	288
ENSG00000172345.14	81309053	81324183	31
ENSG00000188869.13	81331088	81374213	109
ENSG00000183496.6	82041778	82046119	1
ENSG00000140598.16	82130206	82262773	113
ENSG00000188659.10	82262810	82284930	6
ENSG00000278662.6	82339993	82349475	0
ENSG00000197978.10	82429816	82439153	0
ENSG00000182774.13	82536750	82540459	6
ENSG00000260836.2	82536788	82573194	36
ENSG00000214575.10	82543201	82648861	129
ENSG00000103723.17	82659281	82710112	13
ENSG00000186628.12	82755362	82806070	65
ENSG00000156232.7	82809628	82836108	17
ENSG00000103942.13	82836946	82986153	120
ENSG00000169612.4	82986210	82991057	0
ENSG00000169609.14	82988441	83011641	18
ENSG00000064726.10	83016423	83067252	59
ENSG00000136404.16	83107572	83144854	28
ENSG00000166503.9	83112738	83207823	96
ENSG00000169594.14	83255884	83284664	25
ENSG00000140600.17	83447228	83618743	171
ENSG00000156218.13	83654088	84039842	462
ENSG00000184206.13	84235773	84245358	0
ENSG00000176371.14	84600986	84627796	39
ENSG00000177082.13	84639285	84654343	19
ENSG00000197696.10	84655129	84658563	3
ENSG00000140612.14	84669538	84716460	33
ENSG00000166716.10	84748592	84806445	53
ENSG00000136383.7	84817356	84873479	74
ENSG00000156222.12	84884654	84945798	179
ENSG00000073417.15	84980440	85139145	280
ENSG00000170776.22	85380571	85749358	842
ENSG00000183655.13	85759326	85794925	66
ENSG00000273540.5	86079871	87049169	1129
ENSG00000140538.17	87859751	88256791	598
ENSG00000259494.2	88459477	88467390	30
ENSG00000173867.10	88459501	88546585	176
ENSG00000181991.16	88467453	88480776	42
ENSG00000140543.15	88494440	88546681	70
ENSG00000181026.15	88621337	88632281	20
ENSG00000172183.16	88635670	88656483	60
ENSG00000157766.19	88803436	88875353	157
ENSG00000140511.12	88877294	88895597	39
ENSG00000140545.16	88898683	88913468	40
ENSG00000140526.18	89087459	89202355	157
ENSG00000140522.12	89209869	89221614	20
ENSG00000140525.20	89243945	89317261	99
ENSG00000140521.18	89305198	89334861	31
ENSG00000291307.1	89330208	89333809	6
ENSG00000140519.14	89471398	89496589	7
ENSG00000140534.14	89575469	89631056	78
ENSG00000166813.17	89608789	89663086	64
ENSG00000166819.12	89664367	89679427	26
ENSG00000166821.9	89677764	89690783	17
ENSG00000140527.15	89690811	89743638	17
ENSG00000166823.6	89749875	89751249	0
ENSG00000188095.6	89760591	89778754	2
ENSG00000166825.15	89784895	89815401	16
ENSG00000157823.17	89830599	89894638	117
ENSG00000250021.7	89834308	89912882	164
ENSG00000242498.8	89895006	89912952	46
ENSG00000140548.10	90001324	90082206	115
ENSG00000182054.10	90083045	90102477	20
ENSG00000185033.15	90160604	90229679	158
ENSG00000185043.13	90229975	90234047	0
ENSG00000183208.13	90233808	90245811	3
ENSG00000284626.1	90234200	90265462	9
ENSG00000213471.10	90249530	90265482	4
ENSG00000261147.1	90249556	90272208	5
ENSG00000182768.9	90265659	90275778	1
ENSG00000275674.1	90266317	90314499	8
ENSG00000196391.11	90352284	90369146	3
ENSG00000140575.13	90388242	90502239	26
ENSG00000140577.17	90529923	90645345	211
ENSG00000197299.13	90717346	90816166	98
ENSG00000140564.13	90868588	90883564	18
ENSG00000182511.12	90883695	90895776	29
ENSG00000196547.15	90902218	90922584	44
ENSG00000184508.12	90929968	90935196	10
ENSG00000140553.18	90930180	90954093	59
ENSG00000166965.13	90954881	90963125	15
ENSG00000198901.14	90966040	90995629	47
ENSG00000284946.1	90966190	91022566	89
ENSG00000184056.15	90998673	91022603	37
ENSG00000185518.12	91099950	91302565	291
ENSG00000176463.14	91853708	92172435	512
ENSG00000140557.12	92393881	92468728	144
ENSG00000185442.13	92617448	92809884	413
ENSG00000173575.24	92886203	93027996	220
ENSG00000182175.15	93035271	93089211	142
ENSG00000140563.16	94231538	94483952	419
ENSG00000185551.15	96325938	96340263	17
ENSG00000140450.9	97960703	97973833	17
ENSG00000140443.15	98648539	98964530	498
ENSG00000183571.11	98968229	99007792	61
ENSG00000182253.15	99098217	99135593	84
ENSG00000103852.13	99136323	99251223	147
ENSG00000168904.15	99251362	99390729	65
ENSG00000068305.19	99565417	99716488	168
ENSG00000183060.16	99715697	99733561	34
ENSG00000140470.15	99971437	100342005	791
ENSG00000154227.14	100400395	100544995	330
ENSG00000140471.17	100559369	100603230	108
ENSG00000183475.13	100602589	100651701	83
ENSG00000184254.17	100877714	100916626	62
ENSG00000154237.13	100919327	101078257	414
ENSG00000131873.7	101175727	101252048	84
ENSG00000131871.15	101270817	101277500	7
ENSG00000131876.18	101281510	101295282	0
ENSG00000140479.18	101289784	101525202	533
ENSG00000184277.13	101621444	101652391	17
ENSG00000185418.16	101653596	101724473	61
ENSG00000184140.6	101803509	101806887	3
ENSG00000182854.8	101812202	101820197	9
ENSG00000177693.5	101922042	101923113	0
ENSG00000161980.6	46407	53608	30
ENSG00000161981.11	53828	57669	8
ENSG00000007384.15	58059	76355	39
ENSG00000103152.12	77007	85851	14
ENSG00000103148.17	84271	138677	96
ENSG00000130656.6	142728	154503	15
ENSG00000206177.7	153892	166764	29
ENSG00000188536.13	172876	173710	0
ENSG00000206172.8	176680	177522	0
ENSG00000086506.3	180459	181179	1
ENSG00000007392.17	188969	229463	26
ENSG00000167930.17	234521	272183	27
ENSG00000076344.16	268301	275980	10
ENSG00000242173.10	280450	283010	10
ENSG00000185615.16	283164	287215	5
ENSG00000103126.15	287440	352723	112
ENSG00000086504.18	366969	371289	6
ENSG00000129925.11	370788	387113	33
ENSG00000103202.13	396725	410367	24
ENSG00000242612.7	401858	412487	22
ENSG00000090565.17	425649	523011	175
ENSG00000103326.12	527712	554636	51
ENSG00000161992.6	560394	565529	11
ENSG00000007541.17	566995	584109	48
ENSG00000257108.2	567005	569495	0
ENSG00000197562.10	589357	629272	58
ENSG00000127578.7	629239	634117	13
ENSG00000130731.16	634427	636366	1
ENSG00000172366.20	636817	648474	2
ENSG00000161996.19	649311	667833	67
ENSG00000140983.15	668100	674174	18
ENSG00000103269.14	675671	678268	0
ENSG00000103266.11	680224	682870	2
ENSG00000161999.13	681670	684528	1
ENSG00000127580.17	684622	690444	8
ENSG00000127585.13	692498	705801	23
ENSG00000103260.9	715118	719655	12
ENSG00000103254.10	720581	722590	6
ENSG00000162004.19	722582	726954	8
ENSG00000103253.19	726936	735525	18
ENSG00000103245.14	729760	741329	16
ENSG00000102854.16	760734	768865	19
ENSG00000162006.10	769428	782054	17
ENSG00000007376.8	784974	788397	1
ENSG00000127586.17	788046	800737	4
ENSG00000127588.5	798041	800734	0
ENSG00000103227.19	853634	981318	301
ENSG00000005513.10	981770	986979	12
ENSG00000162009.9	1072747	1081454	25
ENSG00000184471.9	1088226	1096244	6
ENSG00000196557.13	1153106	1221771	69
ENSG00000116176.7	1221651	1225268	10
ENSG00000197253.13	1227272	1230184	0
ENSG00000172236.18	1240379	1242554	0
ENSG00000095917.14	1256059	1259008	4
ENSG00000103275.21	1308880	1327018	85
ENSG00000007516.15	1333638	1349439	25
ENSG00000007520.4	1349240	1351878	0
ENSG00000090581.11	1351931	1365737	19
ENSG00000059145.19	1363205	1414751	77
ENSG00000174109.5	1419752	1420756	0
ENSG00000284395.2	1431078	1434441	20
ENSG00000197599.13	1434383	1444556	28
ENSG00000103249.19	1444934	1475077	105
ENSG00000251692.8	1485886	1488981	11
ENSG00000100726.15	1493344	1510457	22
ENSG00000187535.14	1510427	1612072	125
ENSG00000131634.14	1528688	1555580	41
ENSG00000007545.16	1612337	1677908	33
ENSG00000261732.1	1632259	1686715	20
ENSG00000206053.13	1678256	1702280	9
ENSG00000138834.15	1706166	1770351	64
ENSG00000103024.8	1770320	1771561	3
ENSG00000074071.15	1771890	1773150	2
ENSG00000197774.14	1772810	1781708	16
ENSG00000162032.16	1776712	1793700	49
ENSG00000095906.17	1782932	1789186	24
ENSG00000099769.6	1790413	1794971	23
ENSG00000063854.13	1795620	1827157	169
ENSG00000180185.13	1826967	1840207	15
ENSG00000162039.18	1833986	1872178	202
ENSG00000289722.1	1833987	1884294	243
ENSG00000162040.7	1911475	1918415	20
ENSG00000198736.13	1938229	1943199	1
ENSG00000140986.8	1943974	1957606	16
ENSG00000140990.15	1959538	1961975	6
ENSG00000140988.16	1962058	1964841	4
ENSG00000179580.10	1966823	1968975	0
